Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MLNX,"Mellanox Technologies, Ltd.",44.4,1978017736,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
MENT,Mentor Graphics Corporation,20.89,2379696195,n/a,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
MRGE,Merge Healthcare Incorporated.,2.46,238957777.7,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/mrge
MERU,"Meru Networks, Inc.",3.98,92455400,n/a,2010,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/meru
MCRL,"Micrel, Incorporated",10.11,570954687.7,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/mcrl
MCHP,Microchip Technology Incorporated,45.9,9198410765,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",33.42,35786912915,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
MCRS,"MICROS Systems, Inc.",67.72,5066631822,n/a,1981,Technology,EDP Services,http://www.nasdaq.com/symbol/mcrs
MSCC,Microsemi Corporation,24.66,2341877638,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,44.5,367588332532,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,138.65,1566888780,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
MM,"Millennial Media, Inc.",3.56,380905938,n/a,2012,Technology,Advertising,http://www.nasdaq.com/symbol/mm
MNDO,MIND C.T.I. Ltd.,2.48,46958596.64,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo
MIND,"Mitcham Industries, Inc.",13.21,167494557,n/a,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
MITK,"Mitek Systems, Inc.",3.28,99978231.04,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,10.67,1060845875,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl
MIXT,MiX Telematics Limited,10.25,321501500,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MOBL,"MobileIron, Inc.",8.4,627049995.6,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl
MODN,"Model N, Inc.",9.61,237842916,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOKO,Moko Social Media Ltd.,7.55,113128633.8,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/moko
MPWR,"Monolithic Power Systems, Inc.",41.71,1610247501,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,28.38,1121700003,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
MWW,"Monster Worldwide, Inc.",6.69,608903850.4,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/mww
MONT,Montage Technology Group Limited,21.4,588458120.2,n/a,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/mont
MOG/A,Moog Inc.,66.79,0,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mog/a
MOSY,"MoSys, Inc.",3.06,151426743.8,n/a,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
MSI,"Motorola Solutions, Inc.",65,16523511875,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MRVC,"MRV Communications, Inc.",14.14,103923344,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvc
MFLX,"Multi-Fineline Electronix, Inc.",9.82,237015274.5,n/a,2004,Technology,Electrical Products,http://www.nasdaq.com/symbol/mflx
NATI,National Instruments Corporation,31.79,4009752556,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
NCIT,"NCI, Inc.",8.77,113600721.6,n/a,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/ncit
NPTN,NeoPhotonics Corporation,3.29,104558703.7,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn
NETE,"Net Element, Inc.",2.18,70674619,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",38.13,12335030368,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap
NLST,"Netlist, Inc.",1.31,54338255.04,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst
NTCT,"NetScout Systems, Inc.",43.9,1801755785,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,3.88,35505449.32,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk
N,Netsuite Inc,81.23,6157035555,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/n
NICE,NICE-Systems Limited,40.82,1556428964,38129078,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
NMBL,"Nimble Storage, Inc.",28.04,2018880000,n/a,2013,Technology,Electronic Components,http://www.nasdaq.com/symbol/nmbl
NED,Noah Education Holdings Ltd.,2.781,104599825.8,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ned
NOK,Nokia Corporation,8.24,30858753378,n/a,1994,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/nok
NQ,NQ Mobile Inc.,6.67,355804546.7,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nq
DCM,"NTT DOCOMO, Inc",17.95,74434343795,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dcm
NUAN,"Nuance Communications, Inc.",18.25,5814579922,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
NVEC,NVE Corporation,60.44,293197038.9,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,17.79,9926219872,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,63,15211086660,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi
OIIM,O2Micro International Limited,3.09,102617330.3,33209492,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim
OCLR,"Oclaro, Inc.",2.03,218425945.6,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr
OMCL,"Omnicell, Inc.",27.23,996773673.9,n/a,2001,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/omcl
OMC,Omnicom Group Inc.,74.12,18615769070,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/omc
OVTI,"OmniVision Technologies, Inc.",22.09,1248325317,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ovti
ASGN,"On Assignment, Inc.",34.47,1872658687,n/a,1992,Technology,Professional Services,http://www.nasdaq.com/symbol/asgn
ONNN,ON Semiconductor Corporation,8.66,3818968706,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/onnn
OTIV,On Track Innovations Ltd,2.24,74252342.08,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv
OTEX,Open Text Corporation,47.38,5768914508,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/otex
OPWR,"Opower, Inc.",16.3,800768763.4,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/opwr
ORCL,Oracle Corporation,40.33,179665673370,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/orcl
ORB,Orbital Sciences Corporation,25.59,1549934327,n/a,1990,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/orb
OSIS,"OSI Systems, Inc.",66.24,1320956358,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis
OVRL,"Overland Storage, Inc.",3.73,65297391.19,n/a,1997,Technology,Electronic Components,http://www.nasdaq.com/symbol/ovrl
PFIN,"P & F Industries, Inc.",7.8,28822380.6,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
PANW,"Palo Alto Networks, Inc.",83.04,6509922378,n/a,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/panw
PCYG,"Park City Group, Inc.",11.35,192031467.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pcyg
PKE,Park Electrochemical Corporation,28.43,594954382.6,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/pke
PRKR,"ParkerVision, Inc.",1.315,127184221.3,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/prkr
PAYC,"Paycom Software, Inc.",13,663535041,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/payc
PCTY,Paylocity Holding Corporation,20.08,995239818.9,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/pcty
PCTI,"PC-Tel, Inc.",7.87,146610442.5,n/a,1999,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pcti
PDFS,"PDF Solutions, Inc.",20.02,611023312.9,n/a,2001,Technology,EDP Services,http://www.nasdaq.com/symbol/pdfs
PRLS,Peerless Systems Corporation,3.73,10207212.14,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prls
PEGA,Pegasystems Inc.,21.31,1624603928,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/pega
PNR,Pentair plc.,72.27,14071140208,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pnr
PSMI,Peregrine Semiconductor Corp.,6.77,224699949,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/psmi
PRFT,"Perficient, Inc.",19.59,677038216.4,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/prft
PSEM,Pericom Semiconductor Corporation,8.6,190722200,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/psem
PERI,Perion Network Ltd,9.06,609328660.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/peri
PLAB,"Photronics, Inc.",8.01,494137460.7,n/a,1987,Technology,Semiconductors,http://www.nasdaq.com/symbol/plab
PXLW,"Pixelworks, Inc.",8.32,187269580.2,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/pxlw
PLXS,Plexus Corp.,40.37,1369341519,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/plxs
PLXT,"PLX Technology, Inc.",6.49,298143454.5,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/plxt
PMCS,"PMC - Sierra, Inc.",6.83,1331195502,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/pmcs
PNTR,Pointer Telocation Ltd.,8.73,67121163.72,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pntr
POWI,"Power Integrations, Inc.",51.69,1572374289,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/powi
PKT,"Procera Networks, Inc.",9.77,201849733.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pkt
IPDN,"Professional Diversity Network, Inc.",5.55,35019639.75,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
PRGS,Progress Software Corporation,23.63,1197085426,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
PFPT,"Proofpoint, Inc.",37.73,1395674807,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
PRO,"PROS Holdings, Inc.",25.42,735716240.1,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro
PTC,PTC Inc.,37.82,4486155906,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
QTWO,"Q2 Holdings, Inc.",13.79,469939660.5,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qtwo
QADA,QAD Inc.,19.55,309955044.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,16.35,259220715.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QIHU,Qihoo 360 Technology Co. Ltd.,99.15,12485689812,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/qihu
QLIK,Qlik Technologies Inc.,26.83,2405037390,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlik
QLGC,QLogic Corporation,9.5,834190563.5,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/qlgc
QCOM,QUALCOMM Incorporated,76.1,127545393753,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",15.4,927417414,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,1.35,16541707.95,n/a,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",24.54,801977138.7,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTM,Quantum Corporation,1.26,315793354,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/qtm
QRHC,Quest Resource Holding Corporation.,4.06,393942880,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,4.09,225538047.9,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QUMU,Qumu Corporation,13.05,113337266.4,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/qumu
RAX,"Rackspace Hosting, Inc",31.12,4421293493,n/a,2008,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rax
RDCM,Radcom Ltd.,5.75,46014668.25,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
RSYS,RadiSys Corporation,3.26,117548089,n/a,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RALY,Rally Software Development Corp.,10.73,266755579.3,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/raly
RMBS,"Rambus, Inc.",12.23,1391098610,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RCMT,"RCM Technologies, Inc.",6.9,86300508,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RLOC,"ReachLocal, Inc.",6.37,184043785.4,n/a,2010,Technology,Advertising,http://www.nasdaq.com/symbol/rloc
RLD,RealD Inc,10.26,511940880.7,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rld
RNWK,"RealNetworks, Inc.",7.76,278443024.1,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",16.37,1289581880,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RHT,"Red Hat, Inc.",56.68,10717980268,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht
RWC,RELM Wireless Corporation,4.05,55225889.1,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
SOL,Renesola Ltd.,2.5,254209330,n/a,2008,Technology,Semiconductors,http://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,3.3,1205228003,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/renn
RCII,Rent-A-Center Inc.,24.13,1273956597,n/a,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RESN,Resonant Inc.,7.01,45478538.66,n/a,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RXN,Rexnord Corporation,28.42,2878440380,n/a,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
RFMD,"RF Micro Devices, Inc.",10.89,3116168316,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rfmd
RNG,"Ringcentral, Inc.",13.61,911681977.9,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
RVBD,"Riverbed Technology, Inc.",18.38,2950779623,n/a,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/rvbd
RHI,Robert Half International Inc.,50.58,6954008750,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
FUEL,Rocket Fuel Inc.,24.28,853252713.1,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
RST,Rosetta Stone,9.49,201446735.4,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rst
RBCN,"Rubicon Technology, Inc.",8.42,220239893.9,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RKUS,"Ruckus Wireless, Inc.",12.5,1025640863,n/a,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rkus
SABR,Sabre Corporation,19.56,5174239250,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
CRM,Salesforce.com Inc,54.89,33702460000,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
SNDK,SanDisk Corporation,93.24,21091940773,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/sndk
SANM,Sanmina Corporation,23.27,1915570344,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
SAP,SAP SE,80.68,96372601438,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
SPNS,Sapiens International Corporation N.V.,7.54,353486133,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SAPE,Sapient Corporation,15.145,2146999529,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/sape
SCSC,"ScanSource, Inc.",36.33,1036074635,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,42.97,2062057853,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
SGMS,Scientific Games Corp,9.03,760979437.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SQI,"SciQuest, Inc.",15.03,412321687.4,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sqi
SEAC,"SeaChange International, Inc.",7.69,252429117.8,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
STX,Seagate Technology.,59.5,19430271091,n/a,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SLTC,"Selectica, Inc.",5.85,37873286.1,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sltc
SMI,Semiconductor  Manufacturing International Corporation,4.63,2983035670,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
LEDS,SemiLEDS Corporation,0.9411,26750290.36,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,21.8,1466680718,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SQNS,Sequans Communications S.A.,1.77,104686191.6,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
NOW,"ServiceNow, Inc.",59.73,8565282000,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SGOC,"SGOCO Group, Ltd",1.8,32076640.8,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
SSTK,"Shutterstock, Inc.",76.95,2708431004,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SWIR,"Sierra Wireless, Inc.",19.31,608291068.5,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,2.02,50696495.5,25097275,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",4.2,144792156.6,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SGMA,"SigmaTron International, Inc.",10.98,44307780.66,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SILC,Silicom Ltd,27.24,195651654.1,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SGI,Silicon Graphics International Corp,8.83,305137736.1,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sgi
SLAB,"Silicon Laboratories, Inc.",40.04,1739873055,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,22.58,758562500.4,33594442,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",7.29,397195628.1,54484997,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SSNI,"Silver Spring Networks, Inc.",11.24,542674719.6,n/a,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SLP,"Simulations Plus, Inc.",5.89,96259115.56,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,49.6,3274709998,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
MOBI,Sky-mobi Limited,6.7,89111105.5,13300165,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobi
SWKS,"Skyworks Solutions, Inc.",51.44,9752630227,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
SMT,SMART Technologies Inc.,2.42,294450230.6,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/smt
SMSI,"Smith Micro Software, Inc.",1.14,43965453.18,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,1.97,32342033.72,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
SMTP,"SMTP, Inc.",6.21,31148931.51,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/smtp
SOHU,Sohu.com Inc.,57.4,2208431478,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SWI,"Solarwinds, Inc.",44.28,3338339295,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/swi
SLH,"Solera Holdings, Inc.",65.38,4498146223,n/a,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/slh
SOFO,"Sonic Foundry, Inc.",10.6399,45153511.86,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SONS,"Sonus Networks, Inc.",4.08,1010956843,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SFUN,SouFun Holdings Limited,12.11,991870446.1,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/sfun
CODE,Spansion Inc,20.37,1229761731,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/code
SPA,Sparton Corporation,28.45,288092523.8,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa
SPDC,"Speed Commerce, Inc.",3.12,203476082.2,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/spdc
ANY,Sphere 3D Corp,7.31,172245281.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
SPLK,Splunk Inc.,47.88,5677102872,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
SPSC,"SPS Commerce, Inc.",52.35,848247152.4,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc
SPW,SPX Corporation,106.53,4667612483,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spw
SSNC,"SS&C Technologies Holdings, Inc.",43.46,3603413235,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
SXI,Standex International Corporation,69.06,882216362.2,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SRT,"StarTek, Inc.",7.18,110499352.8,n/a,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
STM,STMicroelectronics N.V.,8.57,7653721267,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
SSYS,"Stratasys, Ltd.",103.94,5135867897,n/a,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys
STRM,"Streamline Health Solutions, Inc.",4.72,85802302.88,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm
SEMI,SunEdison Semiconductor Limited,17.36,701798398,n/a,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/semi
SUNE,"SunEdison, Inc.",20.95,5610656477,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/sune
GOMO,Sungy Mobile Limited,11.2,374137601.6,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gomo
SPWR,SunPower Corporation,37.6,4913805858,n/a,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr
SMCI,"Super Micro Computer, Inc.",25.15,1130015706,n/a,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci
SPCB,"SuperCom, Ltd.",9.19,122081283.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,2.72,35684626.56,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
SPRT,"support.com, Inc.",2.39,128444603.7,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt
SYKE,"Sykes Enterprises, Incorporated",21,922375482,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,23.83,16483067686,n/a,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",2.45,67437928.25,n/a,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync
SYNA,Synaptics Incorporated,75.57,2722151859,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",34.63,1425683405,n/a,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
SNX,Synnex Corporation,66.09,2589924610,n/a,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx
SNPS,"Synopsys, Inc.",38.99,6033116792,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps
SYNT,"Syntel, Inc.",88.89,3712080178,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt
SYRX,Sysorex Global Holding Corp.,4.032,78708381.7,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/syrx
